,STATUS,cOPN,cCON,cEXT,cAGR,cNEU
6590,and her friend really need a DD for tonight. Any takers???  :),1,0,1,1,0
6591,goin to the dmv... woohoo!,1,0,1,1,0
6592,had a wonderful and wavy weekend on the big blue,1,0,1,1,0
6593,where can I find current episodes of Top Chef online? (if they can be found online) I'm so behind :(,1,0,1,1,0
6594,"really wants to study at a library or coffee shop today, but nobody will want to sit or drink coffee next to a girl who's coughing up her lungs...",1,0,1,1,0
6595,Happy Thanksgiving all!,1,0,1,1,0
6596,loves the picturesque view from her bedroom window,1,0,1,1,0
6597,what a gorgeous day it is,1,0,1,1,0
6598,off to Paris in the morning!,1,0,1,1,0
6599,needs something to do tonight...,1,0,1,1,0
6600,really wishes she lived in England or France right about now,1,0,1,1,0
6601,really wants to see Avatar...tomorrow...night... hint hint ;),1,0,1,1,0
6602,"just got home from Riverside to find less than a block from my apartment: SIX cop cars, a HUGE congregation of police officers (some with guns drawn!), and a helicopter circling the area. I have no idea what's going on!",1,0,1,1,0
6603,wants her stupid sore throat to go away already!,1,0,1,1,0
6604,excited about volunteering tomorrow! and hopeful about my job interview,1,0,1,1,0
6605,this cold ain't gonna keep me from line dancin my boots off tonight! YeeHaa!,1,0,1,1,0
6606,"""If we were never ill, we would not know what it was to be well. If we never knew hunger, we would take no pleasure in being full. If there were never any war, we would not appreciate peace. And if there were no winter, we could never see the spring.""",1,0,1,1,0
6607,is sick and wishes her mom was here to make her some tea and chicken soup...,1,0,1,1,0
6608,", for the first time since she first arrived on facebook years ago, started to fill out the ""personal information"" section on her profile.",1,0,1,1,0
6609,"the times, they are a-changin...",1,0,1,1,0
6610,"money should never be the goal, only the byproduct.",1,0,1,1,0
6611,is beyond pissed at *PROPNAME* right now...,1,0,1,1,0
6612,is eating top ramen for the first time in a LONG time...,1,0,1,1,0
6613,"really wants to chop all her hair off... well, not all of it, just a lot of it...",1,0,1,1,0
6614,is super excited to see *PROPNAME* today!!!,1,0,1,1,0
6615,*PROPNAME* was AAAWWWEEESSSOOOMMMEEE!!!!!!! I would go see his show live over watching it on TV any day!,1,0,1,1,0
6616,is boycotting NBC,1,0,1,1,0
6617,the night wasn't a waste afterall :),1,0,1,1,0
6618,going Salsa dancing tonight... hope I don't embarrass myself  :),1,0,1,1,0
6619,doesn't like thunder :(,1,0,1,1,0
6620,"sometimes wonders (as much as I LOVE *PROPNAME*) if the whole NBC vs. *PROPNAME* fiasco is actually a ploy to boost ratings and get better guests for the tonight show... because, if so, it's working...",1,0,1,1,0
6621,just got home after not having been since 4:30 to find a candle still lit on my dresser... oops...,1,0,1,1,0
6622,"ÒThe God I believe in is with those who suffer, doesnÕt punish those or create evil for those who are already sufferingÓ",1,0,1,1,0
6623,started the day off right: with a big fat ticket from the #%$&*!@ Los Angeles police department...,1,0,1,1,0
6624,"finally watched the final episode of The Tonight Show with *PROPNAME*. It was amazing, and *PROPNAME*'s speech brought me to tears. I also loved hearing that he and I have something in common; cynicism is my least favorite quality, tooÉ IÕll miss you *PROPNAME*!",1,0,1,1,0
6625,It's a concept that represents a profound shift from how we think about money and satisfaction and the obligation of a government to its people.,1,0,1,1,0
6626,finished her taxes  :D,1,0,1,1,0
6627,needs to go to sleep now! going rock climbing in the morning (eek!),1,0,1,1,0
6628,desperately needs a job...,1,0,1,1,0
6629,take a nap or go to the gym... what to do what to do...,1,0,1,1,0
6630,"two fire trucks just pulled up to the apartment building across the street. I'm assuming//hoping it's not an extremely urgent matter because the firemen weren't exactly running into the building, more like moseying...",1,0,1,1,0
6631,had a wonderful night! hung out with some really great people and listened to some really great music!,1,0,1,1,0
6632,"""If it's true, if I am indeed addicted to sadness, I absolve myself of blame. Responsibility rests firmly with my brain. It is a flawed design. Worse than the 1975 Ford Pinto and just as dangerous.""",1,0,1,1,0
6633,wishes she was a football fan...,1,0,1,1,0
6634,"from urbandictionary: ""She has the most beautiful eyes and hair.  She smells that of a fall evening, and her voice will typically seranade you."" and ""A really sexy, funny, smart girl that every guy wants. 'Damn, you lucky bastard, your gf is a total *PROPNAME*!'""  :D",1,0,1,1,0
6635,might need to start figuring out what organs she can sell on the black market...,1,0,1,1,0
6636,"anyone know if and where the state of the union address might be viewable online? I've googled it but can't find anything, and I don't have tv so I didn't get to watch it live :(",1,0,1,1,0
6637,new goal for 2010: write something for publication and actually have it published.,1,0,1,1,0
6638,Yay blue skies!,1,0,1,1,0
6639,"just interviewed at an organization whose office is in the same building and on the same floor as the Production, Art, and Writing offices for Mad Men. Pretty cool :)",1,0,1,1,0
6640,"""...the event marked a major shift, what I might call a 'paradigm shift' if I were the kind of person who used terms like 'paradigm shift'...""",1,0,1,1,0
6641,is glad hulu has the entire Strangers with Candy series... funny stuff,1,0,1,1,0
6642,"going to an underground art show tonight complete with art (of course), live music, drinks, body painting, and free pancakes :D  It's going to be quite an eclectic experience!",1,0,1,1,0
6643,will break that trap = =+ and climb out alive.,0,1,0,1,0
6644,GRE! GRE!! GRE!!!,0,1,0,1,0
6645,A.D. - Always Derek,0,1,0,1,0
6646,XD happy birthday to me ~,0,1,0,1,0
6647,will soon fall into ETS's GRE trap ~,0,1,0,1,0
6648,24 years old ~ ?????,0,1,0,1,0
6649,"(self-with-other knowledge) -- ""... the self is in fact entagled at both the interpersonal level with specific others in one's life and at the collective level in relation to the social groups with which one identifies. At a cognitive level, this implies that linkages exist in memory between significant-other representations and the self, as well as between knowledge designating social categories and the self.""",0,1,0,1,0
6650,[ ?? ] ??MBA???????!?! ????! ???? [notice] anyone knows what questions are on a MBA interview? please let me know!,0,1,0,1,0
6651,two interviews to go,0,1,0,1,0
6652,so... doubling the rate of failure ~ hahahah,0,1,0,1,0
6653,"In the rainning storm of the morning, by the path of a farming country, the silver hair woman said to me as I greets her, ""When tough time comes, the tough kept going.""",0,1,0,1,0
6654,"anotha day, anotha dolla",0,1,1,0,0
6655,tryin to figure out what to do w. a plane ticket to NYC the 24th w. no one to hang out with. FML!,0,1,1,0,0
6656,Deceiving others. That's what the world calls a romance.,0,1,1,0,0
6657,Taking out my frustrations on 300 plus pounds of gravity motivated iron,0,1,1,0,0
6658,"well everyone I know has got a reason to say, you could put the past away",0,1,1,0,0
6659,Tattoo on the lower back...might as well be a bulls-eye,0,1,1,0,0
6660,Just trying to play 1 round of golf before this summer is over!!,0,1,1,0,0
6661,"thought some chick was hitting on me last night, but it turned out she was just getting my attention so she could make fun of me for being over 20 and still wearing Abercrombie. FML!",0,1,1,0,0
6662,get a job sparkling wiggles...,0,1,1,0,0
6663,I love PSU!,0,1,1,0,0
6664,last day of work! f'in right doggie!,0,1,1,0,0
6665,Round 2...,0,1,1,0,0
6666,I've had better...,0,1,1,0,0
6667,living in a haze...looking for the meaning of life and only finding darkness,0,1,1,0,0
6668,is so much cooler online,0,1,1,0,0
6669,Trying to learn how to build a cowboy hat out of a Natty light boxes,0,1,1,0,0
6670,trust lies at the core of love; there can be no true love without trust,0,1,1,0,0
6671,"has been working all week, it's time to play gonna get a little bit sideways",0,1,1,0,0
6672,wicked salacity leads to anger and frustration,0,1,1,0,0
6673,"you're not sure that you love me, but you're not sure enough to let me go",0,1,1,0,0
6674,taking one step forward then 2 steps back...story of my life,0,1,1,0,0
6675,another lonely night with nothing to hold on to but memories of better days...,0,1,1,0,0
6676,exhausted,0,1,1,0,0
6677,recovery day,0,1,1,0,0
6678,ugh! in rough shape,0,1,1,0,0
6679,"Don't worry about the people in your past, there's a reason they didn't make it to your future.",0,1,1,0,0
6680,"she said, ""you probably don't remember me,"" I said, ""only every other memory.""",0,1,1,0,0
6681,"she put him out, like the burning end of a midnight cigarette",0,1,1,0,0
6682,"This is the man cave, there's no women allowed in here. I got a jerk-off station for God's sake.",0,1,1,0,0
6683,I got a feelin' that tonight's gonna be a good night!,0,1,1,0,0
6684,"we'll put a boot in your ass, it's the American way",0,1,1,0,0
6685,Southside tonight...any takers?,0,1,1,0,0
6686,let's get drunk and be somebody,0,1,1,0,0
6687,just livin' the dream,0,1,1,0,0
6688,Findin' a steady pay check for next year...,0,1,1,0,0
6689,Lovin' this Hawaiian pizza!,0,1,1,0,0
6690,I just wish I could take back that kiss. Because now I know... it was the taste of betrayal.,0,1,1,0,0
6691,WHITEOUT!!,0,1,1,0,0
6692,credit card roulette cost me $81.10...FML!,0,1,1,0,0
6693,"I'm better than ya ex, gonna be better than ya next",0,1,1,0,0
6694,"PSU loss, Steelers loss...my life is in shambles",0,1,1,0,0
6695,"IM football, Southside...life is good",0,1,1,0,0
6696,"<insert depressing, emo lyrics here>",0,1,1,0,0
6697,PSU this weekend? obvi!...,0,1,1,0,0
6698,"don't think I don't think about it, don't think I don't have regrets...",0,1,1,0,0
6699,Maybe we have to break everything to make something better out of ourselves,0,1,1,0,0
6700,Football all day...that's what I love about Sunday's,0,1,1,0,0
6701,Lovin' life!,0,1,1,0,0
6702,shorty's like a melody in my head,0,1,1,0,0
6703,"Getting some much needed TLC from mom...and the trap is cleaner than ever, which is nice!",0,1,1,0,0
6704,"I-N-D-E-P-E-N-D-E-N-T, do you know what that means?",0,1,1,0,0
6705,"(801): You dropped me off at the wrong girl's house. (1-801): There's no such thing as a ""wrong girl"" make it happen. (801): alright see you in the morning.",0,1,1,0,0
6706,CMU football...is there anything better?,0,1,1,0,0
6707,ugh! rough weekend!,0,1,1,0,0
6708,dying of dysentry...,0,1,1,0,0
6709,"WPT, yes please!",0,1,1,0,0
6710,terrible night!,0,1,1,0,0
6711,is trying to justify his CMU education in exchange for the PSU atmosphere...not really working,0,1,1,0,0
6712,"noddin' my head like 'Yeah,' movin' my hips like 'Yeah!'",0,1,1,0,0
6713,Just got pizza delivered to my house in Pittsburgh by a chick I went to high school with in Coudersport...feel so much better about my life right now!,0,1,1,0,0
6714,"""I don't feel like watching football, I would rather watch a good movie""--*PROPNAME*....manhood in question",0,1,1,0,0
6715,everyone is single if you're willing to try hard enough,0,1,1,0,0
6716,PHI is callin' my name!,0,1,1,0,0
6717,Ready for the long weekend,0,1,1,0,0
6718,false alarm. still invincible.,0,1,1,0,0
6719,State blows another opportunity...shouldn't have expected anything else...,0,1,1,0,0
6720,I am officially the dumbest person in the entire world...my life sucks,0,1,1,0,0
6721,Chi-town for the weekend!,0,1,1,0,0
6722,False alarm...still invincible,0,1,1,0,0
6723,Is it May yet?,0,1,1,0,0
6724,Turkey Bowl at Beaver Stadium...sick!,0,1,1,0,0
6725,i guess if that's what you're into...,0,1,1,0,0
6726,Tailgating in the Wendy's parking lot is the new thing to do!!,0,1,1,0,0
6727,LMFAO!,0,1,1,0,0
6728,"Lately I've been hard to reach, I've been too long on my own.  Everybody has their private world where they can be alone. Are you calling me? Are you trying to get through? Are you reaching out for me? I'm reaching out for you...",0,1,1,0,0
6729,tryin' to keep the streak alive,0,1,1,0,0
6730,"To feel your pain, you feel mine. Go inside eachother's minds, just to see what we'd find. Look at shit through eachother's eyes.",0,1,1,0,0
6731,Man date at Hokkaido...SMAAART!,0,1,1,0,0
6732,"scars heal, glory fades, and all we're left with are the memories made. pain hurts, but only for a minute. your life is short so go on and live it, cause the chicks dig it",0,1,1,0,0
6733,needs a formal date for Friday night...stat!,0,1,1,0,0
6734,"Cleveland celebrating birthdays with the King, New Years in the 'burg, cruisin' the Caribbean....gonna be a nice little weekend!",0,1,1,0,0
6735,"I'm pretty sure there's a lot more to life than being really, really, ridiculously good looking. And I plan on finding out what that is.",0,1,1,0,0
6736,"85 and sunny in Jamaica, 82 and sunny in Grand Cayman....SMICK!",0,1,1,0,0
6737,Puzzling my face off!,0,1,1,0,0
6738,"Women lie, men lie, numbers don't lie!",0,1,1,0,0
6739,4 rounds of credit card roulette shots and never had to pay...love that!,0,1,1,0,0
6740,"Trapp mandate...dinner and a movie, does it get any better?",0,1,1,0,0
6741,FML!!,0,1,1,0,0
6742,Composing a script for greek sing....will most definitely be epic!,0,1,1,0,0
6743,ridiculous!,0,1,1,0,0
6744,"hang on tight, cause it's gonna be wilder than any 8 second ride",0,1,1,0,0
6745,Jammin' some *PROPNAME* on the new Trapp piano!,0,1,1,0,0
6746,All the classy broads hit up half price wine night right?...,0,1,1,0,0
6747,Best. Wedding. Ever. I LOVE YOU TO DEATH EM AND COL!,1,1,1,1,0
6748,Who's gonna see the Harry Potter movie with me? The person who comes is still allowed to judge me.,1,1,1,1,0
6749,is sick =(,1,1,1,1,0
6750,"34,865 Kleenex and some codeine later, Kea rejoins the world of the living...",1,1,1,1,0
6751,"took the first step toward developing a green thumb today. Windowbox basil, anyone?",1,1,1,1,0
6752,"Good god, vacation can't get here soon enough. Here I come sun, sand, fresh seafood, and pleasure reading!",1,1,1,1,0
6753,"Well, it finally happened: I bought a coffee so big it didn't fit in my microwave for re-heating. (Sub-status update: Go to bing.com for some major Boston pride ;-)",1,1,1,1,0
6754,Enjoying the lovely golden weekend!,1,1,1,1,0
6755,couldn't hate these new Gap commercials more. They are seriously the devil's handiwork.,1,1,1,1,0
6756,"s dream of a roof garden will not be dashed, gosh darn it!",1,1,1,1,0
6757,is pretty inspired by how active (and cool) some of her geriatrics patients are...,1,1,1,1,0
6758,"So like, what's the deal with *PROPNAME*? I think I'm missing a basic understanding of this cultural phenomenon.",1,1,1,1,0
6759,Did anyone else think it was obvious *PROPNAME* and *PROPNAME* were getting a divorce like 34 seasons ago?,1,1,1,1,0
6760,"Life is so good! Medicine rocks and I am so proud of my man for his stellar performance review today. Here comes the first Latino Microsoft CEO, watch and wait.",1,1,1,1,0
6761,The roof garden is born! Will post pics after a dinner made with our very own herbs =),1,1,1,1,0
6762,hates saying bye to *PROPNAME*=(,1,1,1,1,0
6763,"Apparently, all it takes for me to go on a semi-psychotic, cockroach-killing rampage is two glasses of wine and a strategically placed Dansko.",1,1,1,1,0
